ref_hash,preds
4483305010770034571_sc,90481.375
3196527154705681578_sc,106697.31
5190269353875996605_sc,112068.0
8800138685467704272_sc,7622.332
2977112629334757521_sc,1728039.0
2545784381392984835_sc,1719568.1
7031454622090784030_sc,1719474.4
1664872234052823797_sc,94.01217
8693813515129708673_sc,1721440.0
1907812366726661794_sc,89753.65
65605234218268616_sc,50868.004
72077426859429105_sc,1726067.6
2843434188216501_sc,53476.395
2790645415174235199_sc,1719318.5
4837973160938184734_sc,855426.44
8347682186436165632_sc,29787.35
7338128932596333995_sc,13974.29
1970142532230175175_sc,1690889.0
1391806017243461580_sc,91007.76
5233044544968913100_sc,853571.3
2491043752634492092_sc,98364.5
4621039641827971725_sc,3220.4746
7287632717588759470_sc,1718829.4
4493958420954782067_sc,1722019.4
5597210695275356793_sc,1727535.6
8760642552209869345_sc,897016.2
4827120861395946969_sc,82714.76
7507175612572603939_sc,84459.555
350059793229977489_sc,1734300.4
1172404195162050722_sc,900999.8
5117242160063020551_sc,128146.836
2674417027856953662_sc,80531.04
5866748518529776760_sc,161717.61
7759957347377987726_sc,99207.15
4702812178099817164_sc,1724704.5
7457372018072250797_sc,8465.725
7973548392482230243_sc,137242.1
7569107573368079221_sc,31430.445
1605181917200665566_sc,163902.0
5306132033384912360_sc,150463.84
5246723915199493694_sc,139771.27
1789105814969083358_sc,165090.0
268099856810900724_sc,92463.74
1642928660805181662_sc,91734.0
1297448625710682136_sc,20605.248
398281798092513725_sc,1725670.5
1791168556544304358_sc,905784.3
6123102032871763126_sc,170662.81
3403486436426811264_sc,17431.857
6365778338359642759_sc,890582.94
148388802174309925_sc,96672.6
4766414636779445350_sc,168848.45
4750727061859491943_sc,1728498.4
4290241219795576410_sc,1725298.5
6060964181324224390_sc,1721139.6
8545755251058063514_sc,1725388.6
1411599954845313783_sc,31889.803
8434071564819322506_sc,1724821.5
7584258965505459142_sc,84657.49
2667362191332539729_sc,13140.339
433839718941243317_sc,873307.7
4592552645174682633_sc,945559.94
4522536057680422296_sc,170059.44
6001189328258894403_sc,6280.941
4717736069430569897_sc,59378.637
6478782965271084771_sc,154316.73
2565787622175978010_sc,70539.555
8090073303130299902_sc,160843.23
7556435332112812326_sc,74495.41
606187199375484017_sc,943364.0
154612058009456177_sc,152973.0
7816286000425311630_sc,56781.996
1558750032864104377_sc,67953.13
7284887264674963204_sc,1731282.5
5741997248554718785_sc,137716.5
2910108189318161962_sc,1734643.5
1805611608142473630_sc,166924.89
2043315856335914539_sc,945332.2
4106921939664404194_sc,1726810.1
8982253941690751770_sc,62478.562
401663424852960230_sc,62786.395
4424345368618748007_sc,76076.99
8646253403711965910_sc,1725217.6
3715339868021046051_sc,1717948.6
7207717153468056209_sc,37913.754
4799384184054472501_sc,1719942.4
7986853539921745891_sc,942470.06
5219039513793503404_sc,96780.086
4396216388345127967_sc,1728474.6
912468419498018420_sc,14555.874
7139737243574107699_sc,1727931.0
1911070493834601992_sc,38720.684
4831158943515300724_sc,161287.25
4275303252357573402_sc,91142.914
9123932426016187711_sc,17504.848
3257206024264119422_sc,165090.0
5324318014462674942_sc,1724781.0
6976514997172557267_sc,80628.51
6866422606965823981_sc,59297.527
5723358706426843725_sc,870777.5
2805661988134460417_sc,108364.555
7092767662785353916_sc,137037.16
3540921734131266057_sc,1697721.5
2243128443005326256_sc,144071.78
6494211589036923789_sc,12604.644
5344272505014750838_sc,1733036.0
1765914410860913136_sc,1722854.5
3059556264798293328_sc,29557.836
7481665451047862339_sc,1713775.0
33351484130124783_sc,22981.768
8988151501984845474_sc,98308.04
4196062769389214264_sc,86018.06
790469000316328573_sc,165711.06
8841586624413102383_sc,1738765.4
517932893998826927_sc,1723793.1
7462550946498119724_sc,152791.83
8120549287530000324_sc,1714591.6
824479091282633663_sc,60480.793
1261794281835371345_sc,893862.75
5907144460269305208_sc,8901.491
8048393516115196948_sc,55157.72
8140241073092547983_sc,1729980.0
1521853783213962796_sc,1709193.0
2804815418009801545_sc,938816.2
3313973045654859722_sc,103808.586
2182383585639303871_sc,168094.8
2119037191532706012_sc,140021.73
185033006947686423_sc,163160.17
8867942812848426210_sc,908339.0
2654527807170817439_sc,1716173.5
7072243884632748199_sc,92123.28
1743630621321354493_sc,1715256.5
4150051634409236330_sc,1732243.6
6608666000004089947_sc,105993.69
8348283576253183450_sc,169345.78
3081702594589289101_sc,127797.9
7333121962103163473_sc,1714510.4
8642670771536996084_sc,46396.156
1482074639722186722_sc,157258.23
7460039394353462089_sc,82188.8
3489615662179810328_sc,84500.14
6769872019990608376_sc,129257.93
3999370310223719047_sc,154854.86
4871715704824439225_sc,1704526.4
6949447861974811269_sc,98098.055
1667498284184366559_sc,1727364.6
8699732049822450717_sc,1721231.9
5745898333737163796_sc,165046.62
2182635774663534313_sc,903514.2
2412634335675082029_sc,899264.56
2044775944129487584_sc,8940.388
6795616496223934924_sc,1718087.0
7878227003371461304_sc,1697397.6
704144145102281643_sc,16964.479
2352088875006858919_sc,1709992.6
2364718546867479821_sc,59756.047
8555396859561904983_sc,58281.25
5563978705079006167_sc,168341.36
5592748753297007983_sc,94633.85
1825667597591560245_sc,1718588.0
6787832906236128704_sc,105727.1
3382019479918023816_sc,17844.125
1360702841134277814_sc,79883.055
2140131264686699277_sc,1720458.0
875887443741149269_sc,90963.57
6259947360330747375_sc,107246.19
8382068400523275692_sc,1733689.6
7156188241585068798_sc,71166.7
6326228267615912247_sc,79558.36
2814068309952205563_sc,135742.03
857090287629950080_sc,95581.21
4571695706064031742_sc,80236.28
8072248173095099499_sc,164614.86
66248298073861683_sc,1729422.1
262814719508934771_sc,1720620.0
5516639166916197391_sc,108068.91
25041644510064976_sc,915574.75
144284961086571406_sc,160640.83
357545150700741913_sc,162148.25
1154349591913750813_sc,134639.62
8871637858267123876_sc,883080.0
2739452726517895828_sc,150463.84
4154948293796076812_sc,907332.8
7320480362340468290_sc,151949.17
2877380532721667573_sc,56266.55
843663584563934286_sc,4092.9504
6289285391479110560_sc,117078.21
7589893678087195848_sc,1730943.0
3108701819573000096_sc,77282.2
5133430666739397341_sc,18366.803
4540651057963951339_sc,93847.52
9029516708127754623_sc,134639.62
5528681136511416502_sc,172081.69
9042080657410462720_sc,152703.77
5068644480798487826_sc,12139.781
3414246615032861645_sc,1725684.0
1958000640997446276_sc,6176.16
8317432095904220023_sc,45301.12
3288513336985733760_sc,59646.957
6333023238849640159_sc,72393.54
6484375274826715108_sc,1723146.4
7029135596483102696_sc,1714093.5
2170526409212891164_sc,59427.26
3928772804671440922_sc,156311.45
6768674006333949758_sc,1671252.5
3054043528720052094_sc,68944.6
6537188569733400238_sc,930156.3
6302904286432267344_sc,10197.653
4048246227513218513_sc,135314.64
4825812854102876129_sc,85783.77
3624946401040730746_sc,1732441.4
8774962350840138077_sc,120837.65
5702784588529485087_sc,1730828.0
1488194929428930613_sc,126002.02
1645256698083711092_sc,164272.23
8706704214988933425_sc,1715066.4
2820271542487603774_sc,3491.3972
1409573594594976898_sc,1720161.6
1620892264565668883_sc,60594.105
2822294897995744767_sc,80842.87
8128697350386255105_sc,1721694.6
2615562252177241659_sc,870499.56
1512277181184020666_sc,79682.055
1817475645263006414_sc,1715497.4
4122833657364309177_sc,1727011.1
4466473426523226224_sc,1727995.1
6089445297127782109_sc,1718193.4
729837136327665624_sc,144587.2
5254947165631870572_sc,1743849.0
2089945406144921919_sc,941986.2
6432681997634604160_sc,1719180.6
4882102890769241189_sc,91728.46
5137030557628958083_sc,170567.58
3805614053932397817_sc,1155432.5
4134149041513279881_sc,16851.555
1932842963838393330_sc,56436.7
317984139376360883_sc,1719596.1
5363469628786763745_sc,20106.082
6904052332316542417_sc,17102.268
1824279083731184602_sc,90725.87
7921119207582874667_sc,104081.47
654741664402551345_sc,99929.06
2191337708875356987_sc,145315.11
2517514007669155773_sc,152229.69
2066152917251088135_sc,1726446.1
5269963546114527675_sc,76096.016
5713444734523979898_sc,1721485.9
5962351636860389297_sc,116716.51
6439560020981554426_sc,147107.14
1938169463474432483_sc,13814.44
3712579507552659846_sc,1726758.0
1860147237559746683_sc,1703694.0
6666297259768441810_sc,148237.17
7490059373368243653_sc,1728981.5
3736415955624103006_sc,901210.5
1203381421188972858_sc,150252.66
6324075704732234985_sc,1729070.1
633608594793071200_sc,1728747.5
4209569197032883966_sc,91007.76
6358059960811089375_sc,166045.67
8047525098563632173_sc,889022.56
7405155950020624690_sc,90990.87
804311392190454685_sc,1719142.0
8296537507693986852_sc,1712218.6
5577976088652226403_sc,138527.62
7081954876645947365_sc,80992.664
4172340617690549492_sc,118047.72
6430963471286095230_sc,7729.39
5758720066929946569_sc,1724068.4
1456987291980332658_sc,930615.75
220416614815616312_sc,105231.586
1787463947925806273_sc,54394.332
8406736053779649247_sc,59374.688
1048838668690923062_sc,155524.7
4114922557537303195_sc,1716103.1
370934784568127187_sc,1729745.6
4449619107418154120_sc,147421.14
4951853256801358201_sc,136770.67
1530029365196887764_sc,73466.01
1724193052091366755_sc,1735834.6
5422235830291987892_sc,70049.78
3312979568889475975_sc,66283.54
5777095021323038758_sc,1706846.0
2538676678134781092_sc,69170.43
7370305212567279406_sc,60324.73
8113203751383780450_sc,1710060.6
6534982149773959873_sc,59427.26
6074574649419280121_sc,172674.73
7599249813859377973_sc,85442.1
3948604019593752760_sc,904245.3
817961581515562353_sc,11932.695
4127428153717212795_sc,1717155.0
7330967588546189865_sc,1723248.6
6757942542387354178_sc,1731698.5
2637947348609772791_sc,64218.5
4006532676361913010_sc,19439.295
4629284266447169382_sc,5933.393
8778822921282903761_sc,75083.59
1017766346409612952_sc,1723655.4
1816821502379616274_sc,132643.78
5790830369956697534_sc,146141.56
9092800411276320469_sc,169596.27
677301298204018520_sc,11874.269
5873894696343817171_sc,1715571.9
3395947851040166251_sc,1702229.9
7894501467525570370_sc,73861.21
1176818370378839086_sc,39240.855
4800891889887962956_sc,92411.81
5227207629891807923_sc,135618.86
6838359886751121916_sc,101105.78
4855977955885999501_sc,148882.27
8308313316900370324_sc,937156.25
3269054742052872676_sc,1716670.5
3404291492800343381_sc,934220.7
7762230580489906326_sc,18158.65
7151108342714119747_sc,10142.653
7663778596458895606_sc,2198.3955
237222275608535424_sc,1721525.9
7014179381084811118_sc,6890.7915
2915185392840731507_sc,86578.06
8661072796366581899_sc,12781.031
1415127389690351642_sc,155119.3
4919352921505606872_sc,78394.91
320984748096639717_sc,109847.555
31794727812210253_sc,135314.64
330085299562596970_sc,1728465.5
1018477830594893541_sc,101015.72
1311816009248751935_sc,1719803.9
5984772433705545004_sc,1732072.4
1609493385021599445_sc,1710301.6
2644296765160294008_sc,1725020.6
1274735929127106008_sc,20695.912
1453468363602117708_sc,1626765.4
578060705398399790_sc,1728211.9
6288815652003548824_sc,1708264.0
9060854722827387522_sc,1720020.4
9188697944425135154_sc,170386.0
6730764856857097570_sc,1715624.9
2454645310446685677_sc,46278.0
5723739105154255159_sc,25028.951
4715493658781316620_sc,11401.223
2057460668053905025_sc,1713368.1
3163908895437164355_sc,101521.51
5090324750424177191_sc,925705.2
5781559229515228916_sc,1728854.4
3425515928989636302_sc,74373.65
6943834584639916312_sc,16175.165
7206539460955654416_sc,20747.385
8915787051400774205_sc,154905.08
4556628102203536982_sc,916294.8
4679070189622311262_sc,1719689.6
2708631603266171370_sc,842476.94
2115790073161359175_sc,910310.94
7886763861054340351_sc,1718215.4
7272060014790598457_sc,1725425.9
721118997566905233_sc,65127.3
4315648126358644454_sc,89126.875
7954800702433766717_sc,165746.38
3398662050663090581_sc,70903.94
4131349984634369065_sc,81152.82
1006797133253730000_sc,110659.24
9147540258815968433_sc,100880.79
8233324817320203223_sc,1727692.4
838945651741480855_sc,890109.56
5801134136857895095_sc,143493.12
2540891185381598366_sc,14868.788
6516319577670730828_sc,70934.805
4483671056967351536_sc,1739137.1
812736268149746511_sc,38443.344
7845709963533755007_sc,56038.33
7261103724262271197_sc,1733786.6
8118113103464318780_sc,90990.44
3490750113541037188_sc,1717688.4
4540323811040142317_sc,144545.77
8456612769529082947_sc,73471.43
974088359521330994_sc,8282.266
8735226874917949760_sc,23199.088
7152590043632468617_sc,17618.291
3763451084928274587_sc,902125.3
6644012444331375522_sc,52161.73
1113105719576600973_sc,94650.27
9195275040281742204_sc,80496.41
8581959008060210950_sc,92862.25
1099629203277732939_sc,159702.05
2310054248626309401_sc,1717230.4
3165016813722855817_sc,1732669.0
6330102635051942359_sc,162146.44
8416415165725939763_sc,53629.28
7647263965954856437_sc,96169.72
8940641968557282182_sc,69362.62
6548200562910038624_sc,142926.58
8654489594424183646_sc,7929.387
123634025905936222_sc,21989.498
4451711344233687776_sc,8361.032
5589088346468125599_sc,2601.5867
6610225831249601011_sc,1726976.0
3425628106847028849_sc,1728940.5
3172088820630720609_sc,1724852.4
4343766570370208284_sc,1719056.4
4523599849981663327_sc,78535.23
911273728848964181_sc,98657.875
7092045064368072329_sc,1728339.6
7510515680141064539_sc,864388.7
7266480760010914573_sc,164390.31
7940770109600384240_sc,115346.414
8810492926184882513_sc,1693385.6
1484985488141801118_sc,1710615.5
348158331384285310_sc,100042.31
7743908119750032431_sc,97730.04
780541812822320925_sc,149415.08
6703612548504880677_sc,1717568.6
311393557188104325_sc,105307.48
8963929417751182031_sc,1722688.5
5100538929152236197_sc,98101.85
1492808026423770249_sc,1719830.0
4623115512449352460_sc,73531.0
6213904392935803068_sc,107795.27
7191444614406574333_sc,38720.684
4694996713540123114_sc,1723421.4
4869237348550506892_sc,1716625.4
6620783385865859571_sc,126852.63
9027581801496821180_sc,64175.363
4092418634571099248_sc,16324.547
6828130640217726505_sc,114182.31
359809286712269212_sc,161264.55
693679257444261346_sc,8649.853
8295332912935013569_sc,910250.94
2482999833562881362_sc,13262.263
2691680322108551557_sc,1719634.1
7403058161017445730_sc,66098.43
2076201883544563997_sc,9397.387
3800697874199984311_sc,1716623.5
6867894211250718666_sc,47725.676
514116645455228481_sc,-60.79785
8648482988056256666_sc,-9968.082
7269954533096274568_sc,92748.055
5246453989069326487_sc,18399.373
4832717091498210305_sc,-21.684082
507593747510460630_sc,1726066.6
8542125937842004728_sc,1716245.4
2754578959548265875_sc,1653728.0
1370167330553324312_sc,108536.16
3716337822109980517_sc,1716143.6
7868054908282950249_sc,1723886.1
3183271918064193956_sc,75102.37
4902168383917449487_sc,86578.06
448220947556753479_sc,1729919.9
8763750027995157733_sc,-539.80005
953624914701054295_sc,155069.67
5791170015677578929_sc,1727914.5
64625069794769613_sc,1722598.0
6105645625533297922_sc,102730.94
7735917877269664318_sc,72036.22
8432098960458149648_sc,61858.19
967553913888989791_sc,57492.316
700388378991626237_sc,1728493.4
7246686389154815769_sc,1723996.9
1318431883312729817_sc,1741792.1
9034294487600124344_sc,937279.06
3797702928739475415_sc,90756.81
2702254635075077798_sc,76916.625
5165779865276706129_sc,59011.67
904345177367392111_sc,917636.5
7018943606671369382_sc,10260.306
3581689243307773072_sc,1717907.6
4685588873575300294_sc,59003.895
7452381960328213731_sc,1726599.6
7467536273119030089_sc,101479.375
146013357443418078_sc,1732729.9
5060319851666524986_sc,866473.5
7910086688743701359_sc,1656405.0
714655871841059928_sc,159486.73
3029203695736332609_sc,8649.853
6908600156273357957_sc,1727209.9
6654644360960316323_sc,15857.815
5265632274663311699_sc,162927.02
967736340483335492_sc,870140.8
5857810938053504991_sc,66283.54
7603773203683736303_sc,152401.83
8434179738415979362_sc,1720942.0
8268578592569647769_sc,96767.82
8280641598958873410_sc,18918.025
3799330680155452624_sc,15853.2295
8602479465985192085_sc,78029.97
2467444127651217160_sc,1707354.6
2044023667219907146_sc,910051.5
2004337585585307106_sc,1722867.0
7096490717723935802_sc,1733128.6
7865547022269953361_sc,110840.13
1252562606719818573_sc,1371.5391
5265232505979045901_sc,21498.055
9218801501958652488_sc,148864.31
8629599147957542163_sc,85021.164
738687191506541832_sc,1714721.9
5864703386182810051_sc,1728940.5
8954816058781846684_sc,1720643.1
5518516047346374787_sc,69633.01
4680403100322871092_sc,151946.08
8900272023313053357_sc,129014.88
991006259952353539_sc,25557.432
8906685178738589833_sc,929398.94
6111941964332265297_sc,104208.31
3208244575362713745_sc,914238.5
5950294527363717080_sc,1718214.6
5221038280564958262_sc,80602.95
3374264808853520816_sc,24289.36
6156220206254828384_sc,103684.44
2378463939339872700_sc,1727953.5
685559267205851098_sc,1729745.6
3488636413077733819_sc,1650138.9
5633289814238061171_sc,1724154.6
6316982657797591284_sc,62076.16
7005775901739954336_sc,1689653.4
4627888195861665974_sc,1722856.5
5374083413462075009_sc,69362.62
2971444291735301821_sc,1715455.6
4683559768599355746_sc,1726428.9
5874979797379294428_sc,34506.66
9210834493625943297_sc,1724406.6
337568928811005440_sc,1709783.0
7855302583133466321_sc,170432.06
700697400963555681_sc,1732441.4
4433793556367779719_sc,106124.305
8034452842605149228_sc,1707524.0
1238927321558483786_sc,84071.87
1179643709881046204_sc,870783.3
1395473864943775105_sc,21881.053
7107862469246413962_sc,167345.11
5369873652738618591_sc,1816.541
5277715353256278372_sc,168411.8
5252984152034254751_sc,94046.82
4149399381068138231_sc,1719425.4
4301703984837592445_sc,66042.91
676256550375633711_sc,91007.76
8252769325052185795_sc,1729865.4
9171114069030277523_sc,60689.484
6031003107361418365_sc,7625.4556
4584591327730241893_sc,139541.8
5629850338865078202_sc,161387.64
4729370402353292430_sc,953937.8
4838060951846235959_sc,935212.75
7802878943689538747_sc,1736283.0
11869769115111936_sc,1724872.4
2862658267183681193_sc,50993.02
8563752516563916762_sc,91344.74
5401126956564060579_sc,855774.7
3260531314311356528_sc,78894.16
7012217170405350151_sc,59804.48
3041630108868096717_sc,54633.387
3400003978023638314_sc,142243.42
6387260843329566756_sc,54042.418
1007584290278015409_sc,3489.8274
460292746971147270_sc,1727820.4
8546817533326786393_sc,69804.06
8752470537448745960_sc,872705.75
6464457179579209198_sc,901618.75
8326723708692415200_sc,1727141.4
2911605658945667819_sc,1724467.4
2404382711958880900_sc,5393.151
6365657283734134811_sc,944390.56
7928766881506500936_sc,938772.0
8081371173318635187_sc,98914.76
828701560624833254_sc,1724370.0
4467760242961646751_sc,91342.4
8340041156756593784_sc,75302.84
1904868000721524711_sc,143596.25
4173348684407759158_sc,1717027.1
2759171004171751548_sc,74799.38
6004621227399883793_sc,1707228.6
7264285013489778250_sc,166924.89
5716580301730056677_sc,16209.94
1884700320395714836_sc,908600.06
1358464107325505433_sc,89493.69
7319384881534220996_sc,146158.64
4326949725969291137_sc,50479.87
1662864535158602148_sc,1728017.6
7810670151603527941_sc,46327.062
4224681518454382410_sc,4755.027
103054766162249889_sc,166959.2
3544298165181578823_sc,1722084.0
1199580474929900254_sc,50968.47
8110214994560963935_sc,1707843.5
5996524497718938126_sc,54667.27
8443195097454266333_sc,157257.89
8660798659959966788_sc,1713393.4
3758334543444963177_sc,83058.6
6050333573802591752_sc,99289.66
3161647919080097455_sc,99616.31
707718403586251007_sc,872304.7
3178186075761486124_sc,92123.28
5201458505055022065_sc,56329.3
1914005488461777941_sc,1721515.0
8072097372246865904_sc,1711475.4
1560685821626473699_sc,1720758.4
5042287043357598112_sc,12432.087
7111232302639401704_sc,61439.457
4733398278863107651_sc,103807.94
8620753968899291947_sc,162146.44
7111403911230118944_sc,1680711.5
4723697808765955487_sc,90731.41
3975318094746020522_sc,65697.74
4877873472367546022_sc,97754.78
3603393050078824700_sc,1722302.1
7654400505615768032_sc,13564.508
2462772858378247535_sc,1678843.4
9162955417408600226_sc,9450.2
4025278713483145207_sc,1725397.4
7216523955805771817_sc,1731257.5
8629259971433309625_sc,1723749.6
3781274356305975160_sc,930472.7
8296997271887424768_sc,941657.5
8316931183379127873_sc,59136.285
4357908382614391483_sc,7416.8276
8139449373050454174_sc,1718125.4
2570021766716976998_sc,82471.31
8436775107223061517_sc,93987.04
146712460932499788_sc,1728034.6
8151684331113084721_sc,1720036.6
1661241841674734203_sc,1710950.0
6580092034411326293_sc,80504.875
4000664956532476938_sc,-125.069725
973755216974860451_sc,140901.58
7454553662277003274_sc,11970.972
8903333122177684821_sc,1703985.9
4066263462905288042_sc,72249.25
446623414124776660_sc,106497.72
5724951967228625062_sc,1726428.9
6072159356214698133_sc,9686.462
3714390889552304979_sc,91007.76
1747067036167631771_sc,93855.055
3811791617139828237_sc,67020.984
3249069566262483358_sc,1723579.5
6076855556454072358_sc,148554.64
4288543625760142508_sc,21846.896
8964148216449104092_sc,114166.04
2488174323159906942_sc,1730256.0
2814849248379346155_sc,13436.719
3378105192891335438_sc,157976.2
2107904044373481012_sc,4389.695
6014247927501946043_sc,105751.79
4187272692372198723_sc,1727763.1
4937303509416153148_sc,1720007.4
5297929686536798816_sc,1701895.4
4901637526684671447_sc,84853.57
1380596037410745367_sc,1698890.6
9073560008912121833_sc,8402.992
7825378286110641353_sc,1728728.4
866889459812882132_sc,74569.914
8042797969880640261_sc,63532.316
5524742991898033336_sc,155402.64
2032116992994917360_sc,32732.453
3959665728046360007_sc,1701219.4
3236411592584880652_sc,79643.53
4788882876716981500_sc,117299.836
1075874431125081043_sc,1716070.6
2383531313479608115_sc,92450.93
3937388521880281570_sc,1728981.5
5494459388713010580_sc,152856.67
2106725809463253841_sc,123045.164
2019640023966567568_sc,100565.82
6957876461015693405_sc,79885.164
2947998975009164358_sc,1705066.6
1439752971507365660_sc,92512.47
4698729749363902551_sc,69509.625
2536713050015766606_sc,11601.32
4753804960558993749_sc,158466.52
1923245991883880247_sc,70862.59
2219628027203067806_sc,95031.72
2283468300891345045_sc,101214.6
6819799487500436820_sc,934653.7
2586778853106384825_sc,148797.55
3349551016782244891_sc,54904.89
5587630057994270892_sc,1726910.4
4531547770664844275_sc,169784.56
8655081948178678889_sc,936286.75
2789812555452056681_sc,1724707.0
3001489785495127584_sc,94287.01
76632511074480593_sc,71298.14
3141131389897589612_sc,1429598.4
3803960574668560035_sc,166602.62
8907726098315032531_sc,165610.44
6089381914927514034_sc,51153.234
9125614523467435519_sc,151783.95
1654612926834610027_sc,1711801.5
3056307479033258508_sc,1722866.0
6737617807241441451_sc,1714215.4
2874197280502923279_sc,890399.25
3140540668465924007_sc,162980.55
1871016397210785476_sc,71041.63
3259921280750619563_sc,13146.969
3565031198279530017_sc,1718874.9
524749212006630160_sc,1723576.9
6666117050761227578_sc,113359.54
5687940028691986379_sc,866899.8
6219353329585382166_sc,1730796.5
3263011963843228116_sc,1735899.0
5628117413385372969_sc,75338.93
1732325517829708103_sc,1736732.4
5092591268075156066_sc,73440.086
9176233326514993042_sc,93920.53
7906098495555990076_sc,1723221.0
4693248788113408562_sc,1706548.5
5377335726309430226_sc,10009.204
5344892939778078394_sc,13409.719
3830096641735326248_sc,74858.01
6571199897730068662_sc,1725796.0
3330194034069067167_sc,169142.84
7132882984620569782_sc,1713495.9
4298538503975933847_sc,57582.99
533851102875572334_sc,50977.746
9028677377158632310_sc,148178.86
4355361739688606233_sc,65217.08
1952257116295765394_sc,91450.9
4742626349326424301_sc,868690.06
6580303534985358113_sc,1719939.5
6090916459217717072_sc,1714077.6
3420435319277291625_sc,99215.836
6715616683562542222_sc,70249.59
5072549622897376059_sc,78114.414
1245706520447393701_sc,1718318.6
5837795038524186133_sc,7901.7134
3310390338964330279_sc,2726.2068
7972128630027763604_sc,102843.9
966683416356639531_sc,2613.7568
638870002888020333_sc,157134.67
4250300430160074382_sc,109928.664
7832936820971937539_sc,1724246.1
2427898160133950208_sc,17050.928
452291059581054915_sc,1724798.4
936104090985653682_sc,82427.06
1179220394961165744_sc,145559.8
748694802586216570_sc,154549.42
2156430758048708827_sc,1718594.0
3662028881655969968_sc,145465.61
4898483185123710456_sc,1732215.0
5855263125390338033_sc,1720917.9
3439987536160932219_sc,73232.72
3896706701397395466_sc,1725406.6
650767654785770603_sc,65644.65
5716153272838061487_sc,144425.39
1702536491662515817_sc,65243.566
392160503222954188_sc,105247.37
1703037245342059183_sc,1727835.5
5497174909577508155_sc,144764.3
3777093322940343066_sc,1719491.1
1879913899637458887_sc,53019.848
2937021021973302494_sc,154515.92
4084026649242745589_sc,1716537.9
7745951082141548471_sc,1706745.4
7064261496600511343_sc,154860.69
463479773758368858_sc,166045.67
852248953875643736_sc,140223.25
2078502602348469956_sc,169774.12
973475614160005382_sc,155799.88
4051650333917214366_sc,79520.12
5487579446887536623_sc,77234.47
4790526097946808252_sc,155264.47
7181021983521645007_sc,80759.53
3820090978928548863_sc,71399.055
3090860220409834921_sc,105352.336
4175564388581063796_sc,1713213.4
1663719864262770776_sc,1724743.6
3266143881935783300_sc,148275.33
7986022293223601792_sc,91007.76
2165615071074896405_sc,103358.0
467849366322143947_sc,22049.39
5479180147461891382_sc,52177.203
6689067725304065440_sc,1720490.6
2211708980134940959_sc,97180.24
8345882721134317657_sc,92010.34
1481946302399449439_sc,1722198.1
5523700646458450958_sc,59825.184
3340332847782857141_sc,170392.7
816389878956462727_sc,4998.521
2413253641007805732_sc,897429.0
6520933535712594599_sc,933591.2
5300478518427795102_sc,1715468.9
5808126170381675193_sc,123804.586
7903545067662666104_sc,862955.8
7509332370559303762_sc,1728315.4
6330791778491214407_sc,171243.06
9088105075407968527_sc,130018.84
6329708777594635939_sc,69814.81
5954341027683093037_sc,167510.31
4071049654283250073_sc,45499.05
8450832473287600000_sc,1705947.6
8977526479264956634_sc,93523.29
194743011982984377_sc,156505.36
8454814712553988758_sc,63136.81
4783072033222315848_sc,81113.1
4518134634625829183_sc,60106.812
8766314171776507617_sc,100712.586
494769850978653556_sc,583.52954
8849484801899789102_sc,49569.0
376782335909486865_sc,896067.5
5793290141214637703_sc,935358.8
1391396470038471668_sc,931137.56
4874566654633081443_sc,166226.27
7576453005234006141_sc,7961.5234
490570074881763353_sc,7389.3726
5016448276443059256_sc,75887.99
3680521871577207945_sc,52981.434
2617791949491019923_sc,6609.3315
3341046894502826151_sc,1720469.6
6309870788561422445_sc,56067.203
1429625509301525040_sc,6407.5845
1355504807017037632_sc,21.658554
7168807544438509341_sc,51175.58
3635912654934636073_sc,14038.117
1987406458683580428_sc,102498.086
7073345764853145212_sc,124102.836
5691103563058912850_sc,58852.39
6173288876280065271_sc,156289.06
3277794544455851318_sc,1703030.1
4470963837122917582_sc,1718331.5
3095918503318747337_sc,1713084.4
4169053723618496118_sc,1727920.5
7392437817995655888_sc,54106.23
2448893543813269737_sc,156718.47
1612385667145343645_sc,146625.61
1760081875321450624_sc,1721150.4
5565688088706818741_sc,1678354.6
3644750432500558795_sc,14121.876
8162684382644813377_sc,13429.544
5151213859945067593_sc,1713945.0
1724008247718377002_sc,896908.2
5707973328387465104_sc,97915.34
7841663626725624893_sc,162781.31
4364388888634495473_sc,880333.06
3008232651669413114_sc,111973.22
6658933957175558894_sc,17902.535
7986580951464815198_sc,1719137.1
1522765455021298943_sc,1726345.0
9128762405488402013_sc,38393.098
7091194343800651270_sc,20757.318
8100039480115423990_sc,100494.78
5524880865698046663_sc,160241.58
1983505902906238665_sc,1721794.5
3396863664307528528_sc,1161268.1
3963865052576314615_sc,1724829.4
4933821823517388656_sc,43888.535
6299094650259496841_sc,102144.59
2726188111369004247_sc,101809.945
6592065642651591079_sc,1720191.1
4787698122226939607_sc,917835.44
5251203100358950375_sc,1731924.0
3378620714903104584_sc,166868.55
2457529684299584153_sc,20923.826
1996921812941637526_sc,1682084.0
7217702951385596699_sc,99499.74
1557427187578174370_sc,66157.99
4083990762727683860_sc,78119.69
673721212880682690_sc,81645.66
7766322751224445598_sc,12116.711
8496754634166304242_sc,68462.555
439144700960286850_sc,108864.54
136515870008663394_sc,16228.953
5987374479483452753_sc,123494.12
6417435410661021322_sc,143918.97
7787865743614984112_sc,1728789.9
9009014306375920657_sc,1714928.5
209281961727102437_sc,91221.65
7848723807250066614_sc,80839.52
